Combination,Scale,Notch,Artifact_Filter,Burst_Filter,Model,Test_Recall,Train_Recall,Train_Test_Delta,Test_N,Diff_from_Baseline,Compared_To,Delta,Wilcoxon_p,Significant
Intra|Notch|Art|Burst|LR,Intra,Notch,Art,Burst,LR,0.47265913412011434,0.8659380542258788,0.39327892010576443,2510.0,3,Intra|Notch|Art|Burst|EI,-0.08505143281698496,0.04826241731643677,SIG
Intra|Notch|Art|Burst|RF,Intra,Notch,Art,Burst,RF,0.4573528448459253,0.7902954562297824,0.33294261138385706,2510.0,3,Intra|Notch|Art|NoBurst|RF,0.0,,ns
Intra|Notch|Art|Burst|RF,Intra,Notch,Art,Burst,RF,0.4573528448459253,0.7902954562297824,0.33294261138385706,2510.0,3,Intra|Notch|NoArt|Burst|RF,-0.005853257835718939,0.21998637914657593,ns
Intra|Notch|Art|Burst|RF,Intra,Notch,Art,Burst,RF,0.4573528448459253,0.7902954562297824,0.33294261138385706,2510.0,3,Intra|Notch|Art|Burst|EI,-0.100357722091174,0.036682069301605225,SIG
Inter|NoNotch|NoArt|NoBurst|EI,Inter,NoNotch,NoArt,NoBurst,EI,0.18264542019660804,0.21889929136939615,0.03625387117278811,651.92,2,Intra|NoNotch|NoArt|NoBurst|EI,-0.3750320127596892,1.5079975128173828e-05,SIG
Inter|NoNotch|NoArt|NoBurst|EI,Inter,NoNotch,NoArt,NoBurst,EI,0.18264542019660804,0.21889929136939615,0.03625387117278811,651.92,2,Inter|Notch|NoArt|NoBurst|EI,-0.4752600384897173,0.0008292057593073196,SIG
Inter|NoNotch|NoArt|NoBurst|LR,Inter,NoNotch,NoArt,NoBurst,LR,0.5454926736335033,0.5965590394058514,0.05106636577234813,651.92,3,Intra|NoNotch|NoArt|NoBurst|LR,0.07453470161487302,0.2751842737197876,ns
Inter|NoNotch|NoArt|NoBurst|LR,Inter,NoNotch,NoArt,NoBurst,LR,0.5454926736335033,0.5965590394058514,0.05106636577234813,651.92,3,Inter|NoNotch|NoArt|NoBurst|EI,0.3628472534368953,0.00021690130233764648,SIG
Inter|NoNotch|NoArt|NoBurst|LR,Inter,NoNotch,NoArt,NoBurst,LR,0.5454926736335033,0.5965590394058514,0.05106636577234813,651.92,3,Inter|Notch|NoArt|NoBurst|LR,-0.0012363062951440407,0.9158032536506653,ns
Inter|NoNotch|NoArt|NoBurst|RF,Inter,NoNotch,NoArt,NoBurst,RF,0.5454355747943631,0.5958881151373088,0.05045254034294566,651.92,3,Intra|NoNotch|NoArt|NoBurst|RF,0.0870970202454156,0.11993378400802612,ns
Inter|NoNotch|NoArt|NoBurst|RF,Inter,NoNotch,NoArt,NoBurst,RF,0.5454355747943631,0.5958881151373088,0.05045254034294566,651.92,3,Inter|NoNotch|NoArt|NoBurst|EI,0.3627901545977551,0.00016230344772338867,SIG
Inter|NoNotch|NoArt|NoBurst|RF,Inter,NoNotch,NoArt,NoBurst,RF,0.5454355747943631,0.5958881151373088,0.05045254034294566,651.92,3,Inter|Notch|NoArt|NoBurst|RF,0.014288259155836314,0.5249125957489014,ns
Inter|Notch|NoArt|NoBurst|EI,Inter,Notch,NoArt,NoBurst,EI,0.6579054586863253,0.6506167705630905,-0.007288688123234799,651.92,1,Intra|Notch|NoArt|NoBurst|EI,0.1049870706634789,0.2634761333465576,ns
Inter|Notch|NoArt|NoBurst|LR,Inter,Notch,NoArt,NoBurst,LR,0.5467289799286473,0.5888636731334711,0.04213469320482377,651.92,2,Intra|Notch|NoArt|NoBurst|LR,0.07668304168618756,0.16449612379074097,ns
Inter|Notch|NoArt|NoBurst|LR,Inter,Notch,NoArt,NoBurst,LR,0.5467289799286473,0.5888636731334711,0.04213469320482377,651.92,2,Inter|Notch|NoArt|NoBurst|EI,-0.111176478757678,0.10731470584869385,ns
Inter|Notch|NoArt|NoBurst|RF,Inter,Notch,NoArt,NoBurst,RF,0.5311473156385268,0.5877265363583895,0.056579220719862655,651.92,2,Intra|Notch|NoArt|NoBurst|RF,0.06794121295688255,0.10139739513397217,ns
Inter|Notch|NoArt|NoBurst|RF,Inter,Notch,NoArt,NoBurst,RF,0.5311473156385268,0.5877265363583895,0.056579220719862655,651.92,2,Inter|Notch|NoArt|NoBurst|EI,-0.12675814304779853,0.0674638361316115,ns
Inter|Notch|Art|NoBurst|EI,Inter,Notch,Art,NoBurst,EI,0.6284597773213204,0.6283653310664197,-9.444625490073744e-05,511.2,2,Intra|Notch|Art|NoBurst|EI,0.0707492103842211,0.4741646647453308,ns
Inter|Notch|Art|NoBurst|EI,Inter,Notch,Art,NoBurst,EI,0.6284597773213204,0.6283653310664197,-9.444625490073744e-05,511.2,2,Inter|Notch|NoArt|NoBurst|EI,-0.029445681365004917,0.1134914755821228,ns
Inter|Notch|Art|NoBurst|LR,Inter,Notch,Art,NoBurst,LR,0.5443994549331809,0.5757345483913459,0.031335093458164986,511.2,3,Intra|Notch|Art|NoBurst|LR,0.07174032081306653,0.19081425666809082,ns
Inter|Notch|Art|NoBurst|LR,Inter,Notch,Art,NoBurst,LR,0.5443994549331809,0.5757345483913459,0.031335093458164986,511.2,3,Inter|Notch|NoArt|NoBurst|LR,-0.0023295249954664587,0.39571136236190796,ns
Inter|Notch|Art|NoBurst|LR,Inter,Notch,Art,NoBurst,LR,0.5443994549331809,0.5757345483913459,0.031335093458164986,511.2,3,Inter|Notch|Art|NoBurst|EI,-0.08406032238813954,0.2634761333465576,ns
Inter|Notch|Art|NoBurst|RF,Inter,Notch,Art,NoBurst,RF,0.5456000119224704,0.571940304018848,0.02634029209637756,511.2,3,Intra|Notch|Art|NoBurst|RF,0.08824716707654512,0.1134914755821228,ns
Inter|Notch|Art|NoBurst|RF,Inter,Notch,Art,NoBurst,RF,0.5456000119224704,0.571940304018848,0.02634029209637756,511.2,3,Inter|Notch|NoArt|NoBurst|RF,0.014452696283943633,0.8119303584098816,ns
Inter|Notch|Art|NoBurst|RF,Inter,Notch,Art,NoBurst,RF,0.5456000119224704,0.571940304018848,0.02634029209637756,511.2,3,Inter|Notch|Art|NoBurst|EI,-0.08285976539884998,0.25210392475128174,ns
Inter|Notch|NoArt|Burst|EI,Inter,Notch,NoArt,Burst,EI,0.6579054586863253,0.6506167705630905,-0.007288688123234799,651.92,2,Intra|Notch|NoArt|Burst|EI,0.1049870706634789,0.2634761333465576,ns
Inter|Notch|NoArt|Burst|EI,Inter,Notch,NoArt,Burst,EI,0.6579054586863253,0.6506167705630905,-0.007288688123234799,651.92,2,Inter|Notch|NoArt|NoBurst|EI,0.0,,ns
Inter|Notch|NoArt|Burst|LR,Inter,Notch,NoArt,Burst,LR,0.5467289799286473,0.5888636731334711,0.04213469320482377,651.92,3,Intra|Notch|NoArt|Burst|LR,0.07668304168618756,0.16449612379074097,ns
Inter|Notch|NoArt|Burst|LR,Inter,Notch,NoArt,Burst,LR,0.5467289799286473,0.5888636731334711,0.04213469320482377,651.92,3,Inter|Notch|NoArt|NoBurst|LR,0.0,,ns
Inter|Notch|NoArt|Burst|LR,Inter,Notch,NoArt,Burst,LR,0.5467289799286473,0.5888636731334711,0.04213469320482377,651.92,3,Inter|Notch|NoArt|Burst|EI,-0.111176478757678,0.10731470584869385,ns
Inter|Notch|NoArt|Burst|RF,Inter,Notch,NoArt,Burst,RF,0.5311473156385268,0.5877265363583895,0.056579220719862655,651.92,3,Intra|Notch|NoArt|Burst|RF,0.06794121295688255,0.10139739513397217,ns
Inter|Notch|NoArt|Burst|RF,Inter,Notch,NoArt,Burst,RF,0.5311473156385268,0.5877265363583895,0.056579220719862655,651.92,3,Inter|Notch|NoArt|NoBurst|RF,0.0,,ns
Inter|Notch|NoArt|Burst|RF,Inter,Notch,NoArt,Burst,RF,0.5311473156385268,0.5877265363583895,0.056579220719862655,651.92,3,Inter|Notch|NoArt|Burst|EI,-0.12675814304779853,0.0674638361316115,ns
Inter|Notch|Art|Burst|EI,Inter,Notch,Art,Burst,EI,0.6284597773213204,0.6283653310664197,-9.444625490073744e-05,511.2,3,Intra|Notch|Art|Burst|EI,0.0707492103842211,0.4741646647453308,ns
Inter|Notch|Art|Burst|EI,Inter,Notch,Art,Burst,EI,0.6284597773213204,0.6283653310664197,-9.444625490073744e-05,511.2,3,Inter|Notch|Art|NoBurst|EI,0.0,,ns
Inter|Notch|Art|Burst|EI,Inter,Notch,Art,Burst,EI,0.6284597773213204,0.6283653310664197,-9.444625490073744e-05,511.2,3,Inter|Notch|NoArt|Burst|EI,-0.029445681365004917,0.1134914755821228,ns
Inter|Notch|Art|Burst|LR,Inter,Notch,Art,Burst,LR,0.5443994549331809,0.5757345483913459,0.031335093458164986,511.2,4,Intra|Notch|Art|Burst|LR,0.07174032081306653,0.19081425666809082,ns
Inter|Notch|Art|Burst|LR,Inter,Notch,Art,Burst,LR,0.5443994549331809,0.5757345483913459,0.031335093458164986,511.2,4,Inter|Notch|Art|NoBurst|LR,0.0,,ns
Inter|Notch|Art|Burst|LR,Inter,Notch,Art,Burst,LR,0.5443994549331809,0.5757345483913459,0.031335093458164986,511.2,4,Inter|Notch|NoArt|Burst|LR,-0.0023295249954664587,0.39571136236190796,ns
Inter|Notch|Art|Burst|LR,Inter,Notch,Art,Burst,LR,0.5443994549331809,0.5757345483913459,0.031335093458164986,511.2,4,Inter|Notch|Art|Burst|EI,-0.08406032238813954,0.2634761333465576,ns
Inter|Notch|Art|Burst|RF,Inter,Notch,Art,Burst,RF,0.5456000119224704,0.571940304018848,0.02634029209637756,511.2,4,Intra|Notch|Art|Burst|RF,0.08824716707654512,0.1134914755821228,ns
Inter|Notch|Art|Burst|RF,Inter,Notch,Art,Burst,RF,0.5456000119224704,0.571940304018848,0.02634029209637756,511.2,4,Inter|Notch|Art|NoBurst|RF,0.0,,ns
Inter|Notch|Art|Burst|RF,Inter,Notch,Art,Burst,RF,0.5456000119224704,0.571940304018848,0.02634029209637756,511.2,4,Inter|Notch|NoArt|Burst|RF,0.014452696283943633,0.8119303584098816,ns
Inter|Notch|Art|Burst|RF,Inter,Notch,Art,Burst,RF,0.5456000119224704,0.571940304018848,0.02634029209637756,511.2,4,Inter|Notch|Art|Burst|EI,-0.08285976539884998,0.25210392475128174,ns
